path,sentence,dur,speaker,set,lang,accent,task,mic,split
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk302.wav,อ๋อ,1.41,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk310.wav,อื๋ม,1.44,F02&F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk319.wav,คือ,0.68,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk331.wav,อ๋อ,0.85,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk333.wav,แบบ,0.57,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk342.wav,คือ,0.68,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk370.wav,อืม,0.8,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk388.wav,คือ,0.78,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk396.wav,เพราะว่า,1.14,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S002_T062_Con123_chunk406.wav,อืม,0.55,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk49.wav,อืม,0.93,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk62.wav,อื๋ม,1.08,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk67.wav,แต่ว่า,1.27,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk81.wav,อ๋อ,1.18,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk97.wav,แล้ว,0.85,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk112.wav,อื๋ม,0.95,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk117.wav,อืม,0.87,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk124.wav,อืม,0.32,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk131.wav,ใช่,0.85,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk154.wav,อืม,1.25,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk163.wav,อื๋ม,1.38,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk181.wav,อ๋อ,1.2,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk227.wav,แต่ว่า,0.97,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk263.wav,อื๋ม,0.93,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk283.wav,แล้วก็,0.83,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk293.wav,เพราะว่า,0.69,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk300.wav,แล้วก็,1.07,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk311.wav,แล้วก็,0.81,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk317.wav,อ๋อ,1.63,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk322.wav,อืม,1.31,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk326.wav,ใช่,1.28,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk373.wav,แล้วก็,1.19,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk381.wav,แล้วก็,0.85,F02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk391.wav,อื๋ม,1.0,M01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S003_T069_Con123_chunk400.wav,อืม,1.38,F01,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk11.wav,เอ่อ,0.69,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk30.wav,แล้วก็,0.65,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk32.wav,อ๋อ,0.87,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk41.wav,อืม,0.76,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk109.wav,อ๋อ,0.9,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk116.wav,ใช่,0.68,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk126.wav,อ๋อ,1.16,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk133.wav,คือ,0.99,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk200.wav,ก็,0.76,F03,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk219.wav,อืม,0.81,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk251.wav,ก็,0.87,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk295.wav,อื๋ม,0.91,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk326.wav,อืม,1.2,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk406.wav,แบบ,0.71,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk418.wav,เออ,0.98,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk456.wav,อืม,1.04,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk464.wav,อ๋อ,0.69,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S004_T029_Con123_chunk466.wav,ใช่,0.53,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk86.wav,ค่ะ,0.59,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk87.wav,ก็,0.66,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk135.wav,อ๋อ,1.07,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk207.wav,อ๋อ,1.19,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk249.wav,แต่ว่า,0.56,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk307.wav,มัน,0.53,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk333.wav,คือ,0.67,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk407.wav,อืม,0.39,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk408.wav,ค่ะ,0.41,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk429.wav,อืม,0.75,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S005_T058_Con123_chunk450.wav,ค่ะ,0.58,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk18.wav,อ๋อ,0.96,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk19.wav,แล้วก็,0.86,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk88.wav,แต่ว่า,0.79,F03,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk182.wav,เออ,0.71,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk254.wav,อืม,0.79,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk269.wav,แบบ,0.54,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk274.wav,แล้วก็,0.8,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk290.wav,ก็,0.37,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk315.wav,อืม,0.79,F04&M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk316.wav,อืม,0.96,F04,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk372.wav,แต่ว่า,0.64,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S006_T061_Con123_chunk413.wav,เอ่อ,0.85,M02,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk28.wav,ค่ะ,0.68,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk65.wav,ก็,0.76,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk156.wav,ค่ะ,0.31,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk165.wav,ค่ะ,1.3,F07&F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk257.wav,เอ่อ,0.89,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk273.wav,อะไรอย่างนี้,0.94,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S007_T045_Con123_chunk457.wav,ค่ะ,1.18,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk58.wav,เอ่อ,0.63,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk172.wav,เอ่อ,0.84,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk183.wav,อืม,1.24,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk269.wav,แล้วก็,0.96,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk347.wav,เอ่อ,0.8,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk370.wav,ใช่,0.73,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S008_T016_Con123_chunk445.wav,อืม,0.5,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk10.wav,อื๋ม,1.09,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk23.wav,อื๋ม,0.58,F07,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk149.wav,อะไรอย่างนี้,0.86,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk256.wav,อืม,0.7,F06&F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk260.wav,เพราะว่า,1.12,F05,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk380.wav,ก็,1.04,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk392.wav,อืม,0.73,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S009_T070_Con123_chunk495.wav,ค่ะ,1.1,F06,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk11.wav,อื๋ม,1.23,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk26.wav,เออ,0.53,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk43.wav,อืม,0.34,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk53.wav,เออ,0.52,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk159.wav,อืม,0.71,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk169.wav,เออ,0.44,F12,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk171.wav,อืม,0.68,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk191.wav,อืม,1.14,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk192.wav,ก็,0.51,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk195.wav,เพราะว่า,1.04,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk196.wav,ก็,1.26,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk210.wav,เออ,0.41,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk217.wav,อืม,0.57,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk218.wav,ก็,0.39,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk246.wav,อืม,0.3,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk251.wav,อืม,0.47,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk253.wav,เออ,0.52,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk256.wav,อืม,0.69,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk258.wav,ใช่,0.41,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk313.wav,อืม,0.8,F12&M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk319.wav,ใช่,0.61,F12,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk331.wav,อืม,0.64,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk340.wav,อืม,0.49,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk432.wav,ก็,0.99,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk439.wav,อืม,0.67,F12,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk451.wav,เออ,0.78,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk485.wav,ก็,1.07,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk498.wav,เพราะว่า,0.54,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk507.wav,เอ่อ,0.69,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk559.wav,อืม,0.62,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk568.wav,อืม,0.71,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk573.wav,ก็,0.44,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk576.wav,อืม,0.44,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk579.wav,อืม,0.81,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk590.wav,เออ,0.36,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk611.wav,อืม,0.66,F12,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk615.wav,อืม,0.51,M09,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S021_T049_Con123_chunk650.wav,ใช่,0.38,M08,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk16.wav,เพราะว่า,0.97,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk20.wav,แล้วก็,0.99,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk33.wav,อืม,0.75,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk52.wav,แล้วก็,1.1,F13,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk76.wav,เออ,1.07,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk115.wav,เพราะว่า,0.53,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk136.wav,ก็,1.09,F13,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk140.wav,ก็คือ,0.66,F13,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk165.wav,อื๋ม,1.56,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk201.wav,แล้วก็,0.82,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk231.wav,อืม,1.18,F14&F13,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk279.wav,อืม,0.47,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk287.wav,ก็,0.88,F13,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk294.wav,แล้ว,0.99,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk318.wav,เออ,0.74,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk320.wav,เอ่อ,0.82,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk324.wav,เพราะว่า,1.0,M10,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk333.wav,ก็,0.55,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk350.wav,อืม,0.96,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk358.wav,อืม,0.58,F14,lotus_dis,th,Central Thai,transcribe,con123,train
lotus_dis_ult/audio/con123/Hijack_S022_T019_Con123_chunk383.wav,อืม,0.54,F14,lotus_dis,th,Central Thai,transcribe,con123,train
